,CXCL10,RPLP1,RPL13A,IFIT1,RPS18,IFI44L,RPS3A,RPS8,CXCL11,IFIT2,RPL13,PLA2G7,PRDX5,S100A6,IFIT3,RPL21,RPL3,OAS3,RPLP2,PCSK5,RPL10A,RPS5,RPL34,CASP17P,CCN5,RPLP0,RPS19,RPL26,SYNPO2L,RSAD2,IGFBP2,EEF2,ATP5IF1,RPL35,RPS7,OAZ1,RPL37,RPS17,RPL32,XAF1,OAS2,RPL7,ATP5F1E,OPRM1,RPS12,FLT1,TOMM7,FPR3,RPL18A,MT-CO3
0,0.2904187533598491,0.1551355611279606,-0.1813690453887142,-0.0157441375198581,0.0392358439895601,-0.1465361532997434,0.2367522378281232,-0.0028315296095883,0.2406125697474221,0.1639083622140224,-0.2887307995684039,-0.0953208329241456,-0.2644255675136415,-0.2342818936405463,-0.0899089703154622,0.0046574383130089,-0.1961048286331653,0.3005652067907191,0.312677497842806,0.0636838186989835,0.0872507775667964,-0.199447424866517,0.2686564529371909,0.0491769145710527,-0.011470859619847,0.1657083056352482,0.31976091905434,0.1766487944517539,0.0337630301007041,0.0926495571254314,0.3076487262944686,-0.070986933531321,0.0449446336908894,-0.0414812954852199,0.1764342586643518,-0.1502373831843764,0.0104946871425229,0.0447942520114141,-0.2832309241327012,0.3342699573775156,-0.0430596188809221,0.0770407018994701,0.2787009418602887,-0.2402034877013859,-0.2015893505330438,0.3219516635224968,0.075405050951115,0.2820204135349415,-0.0120667471621973,0.1726189005885325
1,0.0339984375660521,-0.0735104813206894,-0.024663881154888,-0.0206087569421744,-0.0705228028100174,-0.111418743904901,0.0342099770187306,-0.0350067910726231,-0.0562218788128422,-0.00027974063519137227,-0.0548450481020595,-0.1304673587809272,0.0276839059175668,-0.0945405767662207,-0.0577339937181563,0.028927399730453,-0.1793872785974427,0.5040796388335054,0.3774172087822887,0.078215964815071,-0.0908543897341817,-0.2464355422885754,-0.0236435977059929,-0.0137496881868779,-0.0698683651676333,-0.1046943168016513,-0.0641053853845524,-0.1114469821433857,-0.2107899836952559,0.0546014222210232,0.0040086060418827,-0.1431904947983913,-0.1237751049437553,-0.1714417269030636,-0.205681560313919,-0.3134748266531508,0.0059840576446836,-0.0347477663757017,-0.1290275761474398,0.1738384439813632,-0.0176592220940506,-0.0749522653802479,0.0191224771009624,0.0719270912629555,0.0710407030862345,0.1218033075003578,-0.0432227004747295,0.0105352037449814,0.0800001660468882,0.242266348608943
2,-0.4396685891810694,-0.2292091368872182,-0.2459362070161612,0.2686369680403085,0.0143083169375911,-0.0872989466869637,-0.1509027130126135,0.0963791812612684,0.3625534354312368,-0.0730521894734227,0.1934091083183821,-0.00551785961741,-0.1913280229903677,-0.1217324674536814,0.1592415280503448,-0.2588700367689673,0.0036312463094958,-0.5015999967656796,-0.365138983170971,-0.1180608410266781,-0.2468364665351344,-0.2801667787252613,-0.0080892805286446,0.1815520505238887,0.0042825580308796,0.0437630827178379,0.4247813927090205,0.4701738591200562,0.3270625731657456,-0.1645498710224008,-0.2895503195796373,-0.1269748327571512,0.067725470954522,0.3192741330263167,0.0479394173111493,0.2686323494684701,-0.0862498697492558,-0.048386841969285,-0.1428610745051944,-0.0335465505405069,-0.0124590382297364,-0.1179310909658967,-0.1672484235105122,-0.265756440719863,0.0124946881547914,0.0715197429887392,0.1154580019542184,-0.0911594217318055,-0.1085414217686783,0.340206961144502
3,-0.1514409351554579,-0.1871216190197556,-0.3837063765948798,-0.2422570306517048,-0.2172745319260042,-0.4209452412102359,-0.0127797252545036,-0.3439164343332921,-0.0008672165088051131,-0.0640640756076715,-0.0651882607674083,-0.2114497693501743,-0.2631478778362971,-0.1873001922691224,-0.3252127754483321,-0.1757138725891274,-0.3426636013841947,-0.1573055411439891,-0.0875292773237581,-0.233183118873124,-0.1528054141141031,-0.2193866886973783,-0.047167554775832,-0.2871169962060945,-0.3288856498058757,-0.2151169531476777,-0.0172257072668352,-0.2972616928979948,-0.3694470119413531,0.1037022137048086,0.0376487683544989,-0.2851971963019879,-0.0934538038208162,-0.3312231804981508,-0.1254042235530441,-0.3526228850719894,-0.3602995625488231,-0.1602533250022668,-0.21344494953983,0.0670293629615144,-0.2785080564280326,0.0366928236263356,-0.2098667559502465,-0.1059079422541917,-0.105785560323486,0.106484099350334,0.0389902931017677,0.0063741278651598,0.1806962760580758,0.3437152346820539
4,0.3302323185487686,0.0456758825444421,-0.1221783054367085,-0.0012482624267482,0.0657841027223001,-0.1807990761467165,0.1928233047994173,-0.0508932749213789,-0.1951018011813202,0.1148544807491991,-0.2864289461511131,-0.0568415129538196,-0.0578014400299045,0.0279157335954028,-0.1141787704376053,0.1644818965274039,-0.2585881434722632,-0.011263204521609,-0.0408498790599011,0.0326334018862624,0.0737631105098008,-0.1172462721068723,0.0955876376831127,-0.1994349987806948,0.0737641829310589,-0.1828016685404333,-0.1445275500224273,-0.3229611354562161,-0.117774791899766,0.1159628818171048,0.2660085239201848,0.0927090936519739,0.0050214310108114,0.0481158431301996,-0.1709626782618719,0.0863490154065624,0.2064502961727434,0.1141891261627845,-0.2473650569700942,0.1604104385747248,-0.0598479064809467,0.0737658977158812,0.0589081027330314,0.0402799785936365,-0.0187627697642083,0.0630812444202436,-0.1494420351183606,0.0754795861432704,0.2667655276672154,0.0845326759586113
5,-0.1101814974861418,-0.1392063387231172,-0.3411649929319804,0.3612512913950415,0.0462349243568998,0.3326464248698412,-0.1435184948303179,0.3659918944565348,0.5884611532617107,0.0070210056287363,0.0467743567104375,-0.0387425897537126,-0.4070371031476162,-0.3505899123428869,-0.0474821616255987,-0.2784478706637315,0.0944594740000591,-0.3788626969598191,-0.132768422908147,-0.200858558593879,-0.1857440807449112,-0.2083551920679891,-0.1136027044879829,0.3918925909410918,0.2280475047596038,0.2962965131293862,0.6454272991337103,0.6899277000940475,0.5597134968920888,-0.3078899485125355,-0.3080876201017,-0.2492877869015478,0.0220744513219291,0.4289135943936855,-0.152097392249316,0.0065550931859269,-0.0566939649153321,0.0853984904923763,-0.0811207578818255,-0.1695177983358387,-0.0459852906140302,-0.3585341370543699,0.0335403035984362,-0.1822502731067697,-0.033446584288467,0.2918839400668463,0.025660768768641,-0.1591009984691068,-0.276288600987885,0.0011875411675382
6,-0.1251787484186661,-0.0581390829899975,-0.0323549317811927,0.2015590946209682,0.1117616198907286,-0.1008059691321881,-0.137154041188953,-0.0557678154052583,0.1187677115784984,0.1145297636065347,-0.0023116578592771,-0.0798829474523566,-0.1818091808092722,-0.061390753837589,0.1263232056194274,0.00653062873004,0.1997015713502024,0.0770585373985338,0.1245161382286602,-0.0387300349071106,-0.0390679370075013,-0.3451814323146964,0.0118697832578947,0.1274620082545456,0.0982092714016698,0.1378145742544358,0.0827707632048969,0.1643851112235053,-0.0339844113903641,-0.1802072359169734,0.0396833701448307,-0.042989830789134,0.0767435756196082,-0.0107280708582424,-0.1238057368957553,-0.0330179065649012,-0.1536267904536014,-0.0653742022080934,-0.0443991526484825,-0.149095351079525,0.1544964871545012,-0.1084509571545622,-0.0028392719648206,0.0654797996710714,0.0339402100543342,0.0173279868788081,-0.0531457743395366,0.1266883656820208,-0.0807709363286755,0.2884792857963003
7,-0.1305147931455657,-0.1134692546626615,0.0699327718255285,-0.0893997764490989,0.0514046513050611,-0.0290146975586506,-0.0766104377499901,-0.1349599127483941,0.0671331492180028,-0.0211671314138953,-0.0631993797213022,-0.0572419048100561,-0.223546648850764,-0.0573382419258972,-0.351675798199408,0.0265353001673068,-0.0295494529042828,-0.3273333847640542,-0.1656118242390059,-0.1211670414078105,0.1808634127786931,-0.0278303509881223,-0.1880866398631614,-0.2851353968970481,-0.1604939442944939,-0.2255378449660932,-0.0970079238731352,-0.1813080268055553,-0.3107003079690808,0.0757155853653802,0.0817043310423704,0.0048937453842241,0.0523391243246824,-0.1383242845170709,0.0624780725987073,0.0702523650893532,-0.0489806032560318,-0.1121979287602015,0.0089342892816869,-0.0222770139167269,-0.1052936955416853,-0.0905682772611389,-0.0297452528002531,0.0802128363861546,-0.0520952604752289,-0.0627881513415039,-0.0352409297497973,-0.0365834871545334,0.0941149899234438,0.1380592913815057
8,-0.2962622538029899,-0.0962808609854046,-0.0025434621895865,-0.0515813170063357,-0.0177723166721759,-0.046350203524401,-0.366115020535514,0.1568268026896294,-0.1632734350903274,0.0918438103236774,0.2575550911099174,0.0338798827251117,0.1417310609288393,0.0833467076773986,0.2537605212584363,0.0695990050281829,0.2306881218125468,0.3025536616577155,0.1191320223643936,-0.0565085971674123,-0.1854933616848827,0.2695342043894069,0.1621754196632576,0.127127304058021,0.2313460876755987,0.0423689963357047,-0.2631656268436544,0.2833212235476008,0.1932981123082521,-0.0962645730760957,-0.3121175228748071,0.0919285269010735,0.0876340072930687,0.1497464261578993,0.0222596296601972,0.3011966099622649,0.0555458889297496,-0.0461059426744921,0.0151788124240823,-0.0686537950532085,0.1382292730511534,0.1453756104150458,-0.1988785348849917,-0.0146701160284223,-0.0576285551985674,-0.243652469979845,-0.1529036137950528,-0.1471010766162787,0.058109691142655,0.1322268627485921
9,0.09029576964699,0.025471208867952,-0.1588355057961668,0.1395328851841769,-0.0813110101202127,0.3679596271340182,0.1946791463771417,-0.0230784110915287,0.2375849719657116,0.0488870218814542,-0.165024443895756,-0.0648917438848751,0.0926882240029954,-0.0013914575736879,0.1413583429188896,0.0339118154691327,0.0427381218853542,0.4853132949035037,0.2826831508120934,-0.0925220768362196,0.1520574029057599,-0.0741571426364053,0.0631783244580524,0.1295760737338686,0.0957298815769216,0.1460887930246593,0.0473683743714094,0.2189522416866655,0.0431286407170753,-0.2158639181742361,-0.0404915889089676,0.0569026829273141,0.063734113005681,0.1317024348935494,-0.0588016381120945,0.1989469087297365,0.0201446501009172,0.0493938999818408,-0.0454054130214346,-0.2625961418107406,0.0070850264075928,-0.0248347153416292,0.0793769627520013,-0.0446718789132613,-0.1216131692570401,0.1213881837676808,0.134105186813894,0.0687768420386835,0.0550000713473518,-0.0625379647830676
